Time, Projected Occupancy,  num_parked_ios, num_parked_android, num_parked
09/25 06:31 PM,4 %,1,0,1
09/25 08:04 PM,8 %,2,0,2
09/25 09:38 PM,4 %,1,0,1
09/26 06:22 AM,8 %,2,0,2
09/26 06:42 AM,12 %,3,0,3
09/26 07:04 AM,15 %,4,0,4
09/26 07:13 AM,19 %,5,0,5
09/26 07:20 AM,27 %,7,0,7
09/26 07:46 AM,31 %,8,0,8
09/26 07:47 AM,35 %,9,0,9
09/26 07:50 AM,38 %,10,0,10
09/26 07:56 AM,42 %,11,0,11
09/26 08:02 AM,46 %,12,0,12
09/26 08:02 AM,50 %,13,0,13
09/26 08:05 AM,54 %,14,0,14
09/26 08:06 AM,58 %,15,0,15
09/26 08:06 AM,62 %,16,0,16
09/26 08:09 AM,65 %,17,0,17
09/26 08:10 AM,69 %,18,0,18
09/26 08:16 AM,69 %,18,0,18
09/26 08:18 AM,73 %,19,0,19
09/26 08:23 AM,77 %,20,0,20
09/26 08:23 AM,81 %,21,0,21
09/26 08:24 AM,85 %,22,0,22
09/26 08:42 AM,88 %,23,0,23
09/26 08:44 AM,92 %,24,0,24
09/26 08:50 AM,96 %,25,0,25
09/26 08:52 AM,100 %,26,0,26
09/26 08:52 AM,96 %,25,0,25
09/26 08:59 AM,100 %,26,0,26
09/26 09:06 AM,104 %,27,0,27
09/26 09:09 AM,108 %,28,0,28
09/26 09:22 AM,112 %,29,0,29
09/26 09:31 AM,112 %,29,0,29
09/26 09:49 AM,112 %,29,0,29
09/26 09:52 AM,115 %,30,0,30
09/26 09:54 AM,119 %,31,0,31
09/26 10:14 AM,123 %,32,0,32
09/26 10:22 AM,115 %,30,0,30
09/26 10:24 AM,119 %,31,0,31
09/26 10:25 AM,115 %,30,0,30
09/26 10:26 AM,112 %,29,0,29
09/26 10:38 AM,108 %,28,0,28
09/26 11:37 AM,104 %,27,0,27
09/26 11:38 AM,104 %,27,0,27
09/26 11:51 AM,108 %,28,0,28
09/26 12:05 PM,104 %,27,0,27
09/26 12:15 PM,100 %,26,0,26
09/26 12:51 PM,96 %,25,0,25
09/26 01:04 PM,100 %,26,0,26
09/26 01:14 PM,96 %,25,0,25
09/26 01:17 PM,100 %,26,0,26
09/26 01:26 PM,96 %,25,0,25
09/26 01:28 PM,92 %,24,0,24
09/26 01:41 PM,92 %,24,0,24
09/26 02:05 PM,88 %,23,0,23
09/26 02:10 PM,92 %,24,0,24
09/26 02:27 PM,88 %,23,0,23
09/26 02:38 PM,85 %,22,0,22
09/26 02:41 PM,81 %,21,0,21
09/26 02:59 PM,81 %,21,0,21
09/26 03:00 PM,77 %,20,0,20
09/26 03:10 PM,81 %,21,0,21
09/26 03:27 PM,77 %,20,0,20
09/26 03:48 PM,73 %,19,0,19
09/26 04:29 PM,69 %,18,0,18
09/26 04:39 PM,77 %,20,0,20
09/26 04:39 PM,73 %,19,0,19
09/26 04:47 PM,69 %,18,0,18
09/26 04:52 PM,65 %,17,0,17
09/26 05:12 PM,65 %,17,0,17
09/26 05:57 PM,62 %,16,0,16
09/26 05:59 PM,58 %,15,0,15
09/26 06:03 PM,58 %,15,0,15
09/26 06:15 PM,50 %,13,0,13
09/26 07:23 PM,54 %,14,0,14
09/26 09:16 PM,50 %,13,0,13
09/26 09:20 PM,54 %,14,0,14
09/26 09:37 PM,50 %,13,0,13
09/26 10:31 PM,54 %,14,0,14
09/26 10:33 PM,50 %,13,0,13
09/27 12:43 AM,46 %,12,0,12
09/27 03:06 AM,42 %,11,0,11
09/27 06:14 AM,42 %,11,0,11
09/27 07:17 AM,38 %,10,0,10
09/27 07:18 AM,42 %,11,0,11
09/27 07:19 AM,46 %,12,0,12
09/27 07:35 AM,50 %,13,0,13
09/27 07:37 AM,54 %,14,0,14
09/27 07:37 AM,46 %,12,0,12
09/27 07:41 AM,50 %,13,0,13
09/27 07:58 AM,50 %,13,0,13
09/27 08:02 AM,54 %,14,0,14
09/27 08:09 AM,54 %,14,0,14
09/27 08:11 AM,54 %,14,0,14
09/27 08:22 AM,54 %,14,0,14
09/27 08:24 AM,58 %,15,0,15
09/27 08:31 AM,62 %,16,0,16
09/27 08:34 AM,65 %,17,0,17
09/27 08:35 AM,69 %,18,0,18
09/27 08:36 AM,73 %,19,0,19
09/27 08:40 AM,73 %,19,0,19
09/27 08:57 AM,65 %,17,0,17
09/27 09:43 AM,65 %,17,0,17
09/27 09:59 AM,69 %,18,0,18
09/27 10:02 AM,69 %,18,0,18
09/27 10:12 AM,69 %,18,0,18
09/27 10:14 AM,73 %,19,0,19
09/27 10:24 AM,73 %,19,0,19
09/27 10:29 AM,77 %,20,0,20
09/27 10:31 AM,73 %,19,0,19
09/27 11:12 AM,77 %,20,0,20
09/27 11:23 AM,81 %,21,0,21
09/27 11:24 AM,85 %,22,0,22
09/27 11:31 AM,81 %,21,0,21
09/27 11:32 AM,77 %,20,0,20
09/27 11:42 AM,81 %,21,0,21
09/27 11:57 AM,77 %,20,0,20
09/27 12:02 PM,73 %,19,0,19
09/27 12:06 PM,77 %,20,0,20
09/27 12:40 PM,73 %,19,0,19
09/27 12:49 PM,69 %,18,0,18
09/27 01:03 PM,73 %,19,0,19
09/27 01:16 PM,69 %,18,0,18
09/27 01:17 PM,65 %,17,0,17
09/27 01:25 PM,69 %,18,0,18
09/27 01:30 PM,62 %,16,0,16
09/27 01:37 PM,62 %,16,0,16
09/27 02:32 PM,58 %,15,0,15
09/27 02:37 PM,62 %,16,0,16
09/27 02:43 PM,58 %,15,0,15
09/27 02:50 PM,54 %,14,0,14
09/27 02:53 PM,58 %,15,0,15
09/27 02:53 PM,54 %,14,0,14
09/27 02:53 PM,50 %,13,0,13
09/27 03:10 PM,46 %,12,0,12
09/27 04:00 PM,50 %,13,0,13
09/27 04:03 PM,54 %,14,0,14
09/27 04:06 PM,50 %,13,0,13
09/27 04:20 PM,46 %,12,0,12
09/27 04:20 PM,46 %,12,0,12
09/27 06:03 PM,42 %,11,0,11
09/27 06:06 PM,38 %,10,0,10
09/27 06:09 PM,35 %,9,0,9
09/27 06:39 PM,38 %,10,0,10
09/27 06:43 PM,35 %,9,0,9
09/27 09:15 PM,31 %,8,0,8
09/27 10:43 PM,35 %,9,0,9
09/28 01:35 AM,27 %,7,0,7
09/28 06:45 AM,31 %,8,0,8
09/28 06:49 AM,35 %,9,0,9
09/28 06:58 AM,38 %,10,0,10
09/28 07:06 AM,42 %,11,0,11
09/28 07:18 AM,46 %,12,0,12
09/28 07:21 AM,50 %,13,0,13
09/28 07:23 AM,54 %,14,0,14
09/28 07:57 AM,58 %,15,0,15
09/28 07:59 AM,58 %,15,0,15
09/28 08:09 AM,58 %,15,0,15
09/28 08:15 AM,62 %,16,0,16
09/28 08:21 AM,62 %,16,0,16
09/28 08:21 AM,65 %,17,0,17
09/28 08:21 AM,65 %,17,0,17
09/28 08:25 AM,69 %,18,0,18
09/28 08:30 AM,73 %,19,0,19
09/28 08:31 AM,77 %,20,0,20
09/28 08:32 AM,77 %,20,0,20
09/28 08:33 AM,77 %,20,0,20
09/28 09:00 AM,81 %,21,0,21
09/28 09:15 AM,85 %,22,0,22
09/28 09:28 AM,81 %,21,0,21
09/28 09:34 AM,77 %,20,0,20
09/28 09:36 AM,81 %,21,0,21
09/28 09:38 AM,81 %,21,0,21
09/28 09:41 AM,85 %,22,0,22
09/28 09:46 AM,88 %,23,0,23
09/28 09:49 AM,88 %,23,0,23
09/28 09:59 AM,88 %,23,0,23
09/28 10:29 AM,85 %,22,0,22
09/28 10:30 AM,88 %,23,0,23
09/28 10:40 AM,81 %,21,0,21
09/28 10:55 AM,85 %,22,0,22
09/28 11:11 AM,88 %,23,0,23
09/28 11:12 AM,92 %,24,0,24
09/28 11:15 AM,88 %,23,0,23
09/28 11:28 AM,85 %,22,0,22
09/28 11:29 AM,88 %,23,0,23
09/28 11:35 AM,85 %,22,0,22
09/28 11:37 AM,81 %,21,0,21
09/28 11:51 AM,81 %,21,0,21
09/28 12:00 PM,77 %,20,0,20
09/28 12:14 PM,81 %,21,0,21
09/28 12:16 PM,77 %,20,0,20
09/28 12:30 PM,73 %,19,0,19
09/28 12:32 PM,73 %,19,0,19
09/28 12:32 PM,69 %,18,0,18
09/28 12:55 PM,73 %,19,0,19
09/28 01:00 PM,73 %,19,0,19
09/28 01:07 PM,69 %,18,0,18
09/28 01:17 PM,65 %,17,0,17
09/28 01:33 PM,62 %,16,0,16
09/28 01:35 PM,65 %,17,0,17
09/28 01:49 PM,62 %,16,0,16
09/28 02:04 PM,65 %,17,0,17
09/28 02:16 PM,62 %,16,0,16
09/28 02:19 PM,58 %,15,0,15
09/28 02:22 PM,62 %,16,0,16
09/28 02:41 PM,54 %,14,0,14
09/28 02:59 PM,50 %,13,0,13
09/28 03:00 PM,50 %,13,0,13
09/28 03:08 PM,50 %,13,0,13
09/28 03:17 PM,54 %,14,0,14
09/28 03:17 PM,50 %,13,0,13
09/28 03:26 PM,42 %,11,0,11
09/28 04:58 PM,46 %,12,0,12
09/28 05:02 PM,42 %,11,0,11
09/28 06:29 PM,38 %,10,0,10
09/28 07:02 PM,38 %,10,0,10
09/28 07:04 PM,35 %,9,0,9
09/28 07:09 PM,31 %,8,0,8
09/28 07:53 PM,35 %,9,0,9
09/28 08:02 PM,31 %,8,0,8
09/28 11:51 PM,27 %,7,0,7
09/29 06:56 AM,31 %,8,0,8
09/29 07:18 AM,31 %,8,0,8
09/29 07:19 AM,35 %,9,0,9
09/29 07:23 AM,38 %,10,0,10
09/29 07:40 AM,42 %,11,0,11
09/29 07:42 AM,46 %,12,0,12
09/29 07:47 AM,50 %,13,0,13
09/29 07:49 AM,50 %,13,0,13
09/29 07:55 AM,50 %,13,0,13
09/29 08:03 AM,54 %,14,0,14
09/29 08:13 AM,58 %,15,0,15
09/29 08:13 AM,62 %,16,0,16
09/29 08:16 AM,62 %,16,0,16
09/29 08:27 AM,65 %,17,0,17
09/29 08:33 AM,62 %,16,0,16
09/29 09:01 AM,54 %,14,0,14
09/29 09:35 AM,54 %,14,0,14
09/29 09:43 AM,54 %,14,0,14
09/29 10:19 AM,50 %,13,0,13
09/29 10:28 AM,46 %,12,0,12
09/29 10:58 AM,42 %,11,0,11
09/29 11:02 AM,38 %,10,0,10
09/29 11:05 AM,42 %,11,0,11
09/29 11:26 AM,46 %,12,0,12
09/29 11:28 AM,50 %,13,0,13
09/29 11:28 AM,46 %,12,0,12
09/29 11:29 AM,50 %,13,0,13
09/29 11:31 AM,54 %,14,0,14
09/29 11:35 AM,50 %,13,0,13
09/29 11:36 AM,46 %,12,0,12
09/29 11:38 AM,50 %,13,0,13
09/29 11:40 AM,50 %,13,0,13
09/29 11:40 AM,54 %,14,0,14
09/29 11:44 AM,50 %,13,0,13
09/29 11:50 AM,54 %,14,0,14
09/29 12:00 PM,50 %,13,0,13
09/29 12:51 PM,54 %,14,0,14
09/29 12:52 PM,58 %,15,0,15
09/29 12:52 PM,62 %,16,0,16
09/29 12:54 PM,58 %,15,0,15
09/29 12:55 PM,54 %,14,0,14
09/29 01:00 PM,62 %,16,0,16
09/29 01:03 PM,65 %,17,0,17
09/29 01:21 PM,69 %,18,0,18
09/29 01:22 PM,65 %,17,0,17
09/29 01:24 PM,69 %,18,0,18
09/29 01:25 PM,73 %,19,0,19
09/29 01:25 PM,69 %,18,0,18
09/29 01:27 PM,65 %,17,0,17
09/29 01:28 PM,58 %,15,0,15
09/29 01:31 PM,58 %,15,0,15
09/29 02:17 PM,62 %,16,0,16
09/29 02:32 PM,54 %,14,0,14
09/29 02:42 PM,50 %,13,0,13
09/29 02:44 PM,54 %,14,0,14
09/29 02:49 PM,58 %,15,0,15
09/29 02:57 PM,62 %,16,0,16
09/29 03:00 PM,65 %,17,0,17
09/29 03:05 PM,65 %,17,0,17
09/29 03:09 PM,69 %,18,0,18
09/29 03:12 PM,62 %,16,0,16
09/29 03:36 PM,58 %,15,0,15
09/29 04:11 PM,58 %,15,0,15
09/29 04:12 PM,54 %,14,0,14
09/29 04:14 PM,50 %,13,0,13
09/29 04:23 PM,46 %,12,0,12
09/29 04:41 PM,50 %,13,0,13
09/29 04:48 PM,46 %,12,0,12
09/29 06:01 PM,42 %,11,0,11
09/29 06:08 PM,38 %,10,0,10
09/29 06:09 PM,35 %,9,0,9
09/29 07:25 PM,31 %,8,0,8
09/29 08:06 PM,27 %,7,0,7
09/29 08:21 PM,31 %,8,0,8
09/29 09:43 PM,27 %,7,0,7
09/30 07:09 AM,31 %,8,0,8
09/30 07:17 AM,35 %,9,0,9
09/30 07:18 AM,38 %,10,0,10
09/30 07:20 AM,42 %,11,0,11
09/30 07:21 AM,46 %,12,0,12
09/30 07:32 AM,42 %,11,0,11
09/30 08:03 AM,46 %,12,0,12
09/30 08:08 AM,50 %,13,0,13
09/30 08:10 AM,54 %,14,0,14
09/30 08:16 AM,54 %,14,0,14
09/30 08:17 AM,58 %,15,0,15
09/30 08:21 AM,62 %,16,0,16
09/30 08:41 AM,65 %,17,0,17
09/30 09:10 AM,69 %,18,0,18
09/30 09:13 AM,73 %,19,0,19
09/30 09:29 AM,77 %,20,0,20
09/30 09:30 AM,81 %,21,0,21
09/30 09:42 AM,85 %,22,0,22
09/30 09:45 AM,88 %,23,0,23
09/30 10:05 AM,88 %,23,0,23
09/30 10:09 AM,88 %,23,0,23
09/30 10:27 AM,85 %,22,0,22
09/30 11:12 AM,88 %,23,0,23
09/30 11:15 AM,88 %,23,0,23
09/30 11:30 AM,85 %,22,0,22
09/30 11:34 AM,81 %,21,0,21
09/30 11:37 AM,77 %,20,0,20
09/30 11:45 AM,81 %,21,0,21
09/30 11:58 AM,77 %,20,0,20
09/30 12:18 PM,73 %,19,0,19
09/30 12:25 PM,69 %,18,0,18
09/30 12:38 PM,73 %,19,0,19
09/30 12:43 PM,69 %,18,0,18
09/30 12:56 PM,69 %,18,0,18
09/30 01:11 PM,65 %,17,0,17
09/30 01:19 PM,62 %,16,0,16
09/30 01:20 PM,58 %,15,0,15
09/30 01:20 PM,62 %,16,0,16
09/30 01:32 PM,65 %,17,0,17
09/30 01:47 PM,62 %,16,0,16
09/30 02:19 PM,58 %,15,0,15
09/30 02:21 PM,54 %,14,0,14
09/30 02:24 PM,58 %,15,0,15
09/30 02:31 PM,54 %,14,0,14
09/30 02:53 PM,46 %,12,0,12
09/30 03:08 PM,42 %,11,0,11
09/30 03:37 PM,38 %,10,0,10
09/30 03:42 PM,42 %,11,0,11
09/30 04:02 PM,35 %,9,0,9
09/30 04:29 PM,35 %,9,0,9
09/30 05:12 PM,31 %,8,0,8
09/30 05:14 PM,31 %,8,0,8
09/30 06:48 PM,27 %,7,0,7
09/30 07:01 PM,23 %,6,0,6
09/30 08:21 PM,0 %,0,0,0
10/01 08:30 PM,0 %,0,0,0
10/02 05:04 PM,4 %,1,0,1
10/02 07:12 PM,0 %,0,0,0
10/03 05:49 AM,4 %,1,0,1
10/03 06:33 AM,8 %,2,0,2
10/03 06:51 AM,12 %,3,0,3
10/03 07:03 AM,15 %,4,0,4
10/03 07:20 AM,19 %,5,0,5
10/03 07:24 AM,23 %,6,0,6
10/03 07:50 AM,23 %,6,0,6
10/03 07:58 AM,27 %,7,0,7
10/03 08:04 AM,31 %,8,0,8
10/03 08:04 AM,35 %,9,0,9
10/03 08:05 AM,38 %,10,0,10
10/03 08:11 AM,42 %,11,0,11
10/03 08:18 AM,46 %,12,0,12
10/03 08:21 AM,38 %,10,0,10
10/03 08:23 AM,42 %,11,0,11
10/03 08:29 AM,42 %,11,0,11
10/03 08:36 AM,46 %,12,0,12
10/03 08:38 AM,50 %,13,0,13
10/03 08:53 AM,54 %,14,0,14
10/03 08:58 AM,58 %,15,0,15
10/03 09:21 AM,62 %,16,0,16
10/03 09:32 AM,58 %,15,0,15
10/03 09:40 AM,62 %,16,0,16
10/03 09:47 AM,65 %,17,0,17
10/03 10:28 AM,62 %,16,0,16
10/03 10:32 AM,65 %,17,0,17
10/03 10:42 AM,62 %,16,0,16
10/03 10:52 AM,65 %,17,0,17
10/03 11:18 AM,69 %,18,0,18
10/03 12:10 PM,65 %,17,0,17
10/03 12:15 PM,88 %,23,0,23
10/03 12:52 PM,85 %,22,0,22
10/03 01:31 PM,81 %,21,0,21
10/03 01:38 PM,77 %,20,0,20
10/03 01:40 PM,77 %,20,0,20
10/03 01:55 PM,73 %,19,0,19
10/03 02:01 PM,69 %,18,0,18
10/03 02:06 PM,65 %,17,0,17
10/03 02:08 PM,62 %,16,0,16
10/03 02:34 PM,65 %,17,0,17
10/03 02:36 PM,62 %,16,0,16
10/03 03:10 PM,58 %,15,0,15
10/03 03:30 PM,54 %,14,0,14
10/03 03:30 PM,58 %,15,0,15
10/03 03:55 PM,54 %,14,0,14
10/03 04:07 PM,58 %,15,0,15
10/03 04:26 PM,54 %,14,0,14
10/03 04:35 PM,50 %,13,0,13
10/03 05:18 PM,50 %,13,0,13
10/03 06:11 PM,50 %,13,0,13
10/03 06:26 PM,46 %,12,0,12
10/03 06:47 PM,50 %,13,0,13
10/03 06:56 PM,54 %,14,0,14
10/03 08:06 PM,50 %,13,0,13
10/03 08:19 PM,54 %,14,0,14
10/03 08:22 PM,50 %,13,0,13
10/03 09:52 PM,46 %,12,0,12
10/03 10:41 PM,35 %,9,0,9
10/04 07:06 AM,38 %,10,0,10
10/04 07:08 AM,42 %,11,0,11
10/04 07:19 AM,46 %,12,0,12
10/04 07:24 AM,46 %,12,0,12
10/04 07:38 AM,50 %,13,0,13
10/04 07:41 AM,54 %,14,0,14
10/04 08:00 AM,54 %,14,0,14
10/04 08:17 AM,50 %,13,0,13
10/04 08:20 AM,54 %,14,0,14
10/04 08:21 AM,58 %,15,0,15
10/04 08:24 AM,58 %,15,0,15
10/04 08:28 AM,62 %,16,0,16
10/04 08:31 AM,62 %,16,0,16
10/04 08:32 AM,65 %,17,0,17
10/04 08:39 AM,69 %,18,0,18
10/04 08:45 AM,69 %,18,0,18
10/04 08:50 AM,73 %,19,0,19
10/04 08:53 AM,73 %,19,0,19
10/04 09:07 AM,77 %,20,0,20
10/04 10:00 AM,73 %,19,0,19
10/04 10:01 AM,69 %,18,0,18
10/04 10:21 AM,65 %,17,0,17
10/04 10:23 AM,62 %,16,0,16
10/04 10:23 AM,62 %,16,0,16
10/04 10:33 AM,50 %,13,0,13
10/04 11:10 AM,58 %,15,0,15
10/04 11:36 AM,54 %,14,0,14
10/04 11:48 AM,54 %,14,0,14
10/04 12:20 PM,58 %,15,0,15
10/04 12:39 PM,62 %,16,0,16
10/04 12:59 PM,65 %,17,0,17
10/04 01:07 PM,62 %,16,0,16
10/04 01:23 PM,65 %,17,0,17
10/04 01:56 PM,69 %,18,0,18
10/04 02:08 PM,65 %,17,0,17
10/04 02:08 PM,62 %,16,0,16
10/04 02:18 PM,65 %,17,0,17
10/04 02:19 PM,62 %,16,0,16
10/04 02:49 PM,65 %,17,0,17
10/04 02:49 PM,69 %,18,0,18
10/04 03:05 PM,65 %,17,0,17
10/04 03:11 PM,65 %,17,0,17
10/04 03:17 PM,69 %,18,0,18
10/04 03:25 PM,62 %,16,0,16
10/04 04:10 PM,65 %,17,0,17
10/04 04:10 PM,62 %,16,0,16
10/04 04:15 PM,58 %,15,0,15
10/04 04:20 PM,58 %,15,0,15
10/04 04:20 PM,54 %,14,0,14
10/04 04:20 PM,62 %,16,0,16
10/04 04:20 PM,54 %,14,0,14
10/04 04:21 PM,50 %,13,0,13
10/04 04:38 PM,46 %,12,0,12
10/04 05:40 PM,42 %,11,0,11
10/04 05:41 PM,50 %,13,0,13
10/04 05:44 PM,50 %,13,0,13
10/04 06:05 PM,46 %,12,0,12
10/04 06:15 PM,50 %,13,0,13
10/04 06:45 PM,54 %,14,0,14
10/04 06:56 PM,46 %,12,0,12
10/04 07:21 PM,42 %,11,0,11
10/04 07:25 PM,38 %,10,0,10
10/04 07:31 PM,31 %,8,0,8
10/04 07:39 PM,31 %,8,0,8
10/04 08:34 PM,27 %,7,0,7
10/04 08:42 PM,23 %,6,0,6
10/04 11:14 PM,27 %,7,0,7
10/05 01:05 AM,23 %,6,0,6
10/05 06:55 AM,31 %,8,0,8
10/05 07:03 AM,35 %,9,0,9
10/05 07:04 AM,38 %,10,0,10
10/05 07:18 AM,42 %,11,0,11
10/05 07:20 AM,46 %,12,0,12
10/05 07:20 AM,50 %,13,0,13
10/05 07:26 AM,54 %,14,0,14
10/05 07:29 AM,58 %,15,0,15
10/05 07:42 AM,58 %,15,0,15
10/05 07:53 AM,62 %,16,0,16
10/05 07:58 AM,62 %,16,0,16
10/05 08:02 AM,62 %,16,0,16
10/05 08:05 AM,62 %,16,0,16
10/05 08:06 AM,65 %,17,0,17
10/05 08:11 AM,69 %,18,0,18
10/05 08:20 AM,73 %,19,0,19
10/05 08:23 AM,77 %,20,0,20
10/05 08:30 AM,81 %,21,0,21
10/05 08:31 AM,81 %,21,0,21
10/05 08:39 AM,81 %,21,0,21
10/05 08:40 AM,81 %,21,0,21
10/05 08:52 AM,81 %,21,0,21
10/05 09:04 AM,85 %,22,0,22
10/05 09:11 AM,88 %,23,0,23
10/05 09:34 AM,81 %,21,0,21
10/05 09:44 AM,85 %,22,0,22
10/05 09:58 AM,77 %,20,0,20
10/05 10:30 AM,77 %,20,0,20
10/05 10:57 AM,73 %,19,0,19
10/05 11:10 AM,77 %,20,0,20
10/05 12:04 PM,81 %,21,0,21
10/05 12:09 PM,77 %,20,0,20
10/05 12:12 PM,81 %,21,0,21
10/05 12:14 PM,73 %,19,0,19
10/05 12:30 PM,77 %,20,0,20
10/05 12:39 PM,73 %,19,0,19
10/05 12:40 PM,69 %,18,0,18
10/05 01:27 PM,73 %,19,0,19
10/05 01:28 PM,69 %,18,0,18
10/05 01:34 PM,65 %,17,0,17
10/05 01:39 PM,62 %,16,0,16
10/05 01:41 PM,58 %,15,0,15
10/05 02:12 PM,62 %,16,0,16
10/05 02:45 PM,58 %,15,0,15
10/05 02:51 PM,54 %,14,0,14
10/05 03:01 PM,50 %,13,0,13
10/05 03:06 PM,50 %,13,0,13
10/05 03:07 PM,54 %,14,0,14
10/05 03:19 PM,46 %,12,0,12
10/05 03:54 PM,42 %,11,0,11
10/05 04:12 PM,38 %,10,0,10
10/05 04:23 PM,35 %,9,0,9
10/05 04:52 PM,31 %,8,0,8
10/05 05:41 PM,23 %,6,0,6
10/05 06:08 PM,27 %,7,0,7
10/05 06:23 PM,27 %,7,0,7
10/05 06:27 PM,31 %,8,0,8
10/05 06:36 PM,35 %,9,0,9
10/05 06:54 PM,31 %,8,0,8
10/05 07:13 PM,27 %,7,0,7
10/05 07:23 PM,23 %,6,0,6
10/05 08:05 PM,19 %,5,0,5
10/05 08:31 PM,23 %,6,0,6
10/05 08:36 PM,19 %,5,0,5
10/05 09:35 PM,15 %,4,0,4
10/06 07:02 AM,19 %,5,0,5
10/06 07:06 AM,23 %,6,0,6
10/06 07:16 AM,27 %,7,0,7
10/06 07:20 AM,31 %,8,0,8
10/06 07:22 AM,35 %,9,0,9
10/06 07:30 AM,35 %,9,0,9
10/06 07:33 AM,35 %,9,0,9
10/06 07:34 AM,38 %,10,0,10
10/06 07:39 AM,42 %,11,0,11
10/06 07:49 AM,42 %,11,0,11
10/06 08:19 AM,46 %,12,0,12
10/06 08:23 AM,46 %,12,0,12
10/06 08:34 AM,50 %,13,0,13
10/06 08:40 AM,54 %,14,0,14
10/06 08:44 AM,54 %,14,0,14
10/06 09:09 AM,50 %,13,0,13
10/06 09:16 AM,54 %,14,0,14
10/06 09:48 AM,54 %,14,0,14
10/06 10:02 AM,50 %,13,0,13
10/06 10:12 AM,54 %,14,0,14
10/06 10:41 AM,50 %,13,0,13
10/06 11:06 AM,54 %,14,0,14
10/06 11:27 AM,58 %,15,0,15
10/06 11:30 AM,62 %,16,0,16
10/06 11:38 AM,65 %,17,0,17
10/06 11:43 AM,62 %,16,0,16
10/06 12:04 PM,58 %,15,0,15
10/06 12:13 PM,62 %,16,0,16
10/06 01:11 PM,65 %,17,0,17
10/06 01:12 PM,69 %,18,0,18
10/06 01:20 PM,73 %,19,0,19
10/06 01:35 PM,69 %,18,0,18
10/06 01:47 PM,65 %,17,0,17
10/06 02:00 PM,62 %,16,0,16
10/06 02:02 PM,65 %,17,0,17
10/06 02:32 PM,69 %,18,0,18
10/06 02:43 PM,65 %,17,0,17
10/06 02:51 PM,69 %,18,0,18
10/06 02:54 PM,65 %,17,0,17
10/06 02:57 PM,73 %,19,0,19
10/06 02:59 PM,77 %,20,0,20
10/06 03:05 PM,81 %,21,0,21
10/06 03:05 PM,69 %,18,0,18
10/06 03:20 PM,73 %,19,0,19
10/06 03:49 PM,77 %,20,0,20
10/06 03:49 PM,81 %,21,0,21
10/06 03:50 PM,73 %,19,0,19
10/06 04:13 PM,77 %,20,0,20
10/06 04:14 PM,69 %,18,0,18
10/06 04:21 PM,65 %,17,0,17
10/06 04:23 PM,65 %,17,0,17
10/06 04:28 PM,62 %,16,0,16
10/06 04:30 PM,58 %,15,0,15
10/06 04:31 PM,54 %,14,0,14
10/06 04:32 PM,50 %,13,0,13
10/06 04:38 PM,46 %,12,0,12
10/06 05:13 PM,42 %,11,0,11
10/06 05:38 PM,38 %,10,0,10
10/06 05:58 PM,31 %,8,0,8
10/06 07:00 PM,27 %,7,0,7
10/06 07:09 PM,23 %,6,0,6
10/06 08:06 PM,19 %,5,0,5
10/07 07:00 AM,23 %,6,0,6
10/07 07:01 AM,27 %,7,0,7
10/07 07:12 AM,23 %,6,0,6
10/07 07:16 AM,27 %,7,0,7
10/07 07:17 AM,31 %,8,0,8
10/07 07:20 AM,35 %,9,0,9
10/07 07:42 AM,35 %,9,0,9
10/07 07:46 AM,38 %,10,0,10
10/07 07:49 AM,38 %,10,0,10
10/07 08:11 AM,42 %,11,0,11
10/07 08:15 AM,38 %,10,0,10
10/07 08:15 AM,42 %,11,0,11
10/07 08:19 AM,46 %,12,0,12
10/07 08:28 AM,54 %,14,0,14
10/07 08:28 AM,54 %,14,0,14
10/07 08:32 AM,58 %,15,0,15
10/07 08:51 AM,62 %,16,0,16
10/07 09:07 AM,65 %,17,0,17
10/07 09:26 AM,62 %,16,0,16
10/07 09:28 AM,58 %,15,0,15
10/07 09:30 AM,62 %,16,0,16
10/07 09:37 AM,62 %,16,0,16
10/07 09:50 AM,65 %,17,0,17
10/07 09:53 AM,69 %,18,0,18
10/07 09:55 AM,73 %,19,0,19
10/07 10:13 AM,73 %,19,0,19
10/07 10:26 AM,73 %,19,0,19
10/07 10:33 AM,69 %,18,0,18
10/07 11:04 AM,73 %,19,0,19
10/07 11:31 AM,69 %,18,0,18
10/07 11:42 AM,65 %,17,0,17
10/07 11:52 AM,62 %,16,0,16
10/07 11:59 AM,65 %,17,0,17
10/07 12:03 PM,69 %,18,0,18
10/07 12:21 PM,73 %,19,0,19
10/07 12:44 PM,69 %,18,0,18
10/07 12:46 PM,73 %,19,0,19
10/07 12:50 PM,73 %,19,0,19
10/07 01:21 PM,69 %,18,0,18
10/07 01:22 PM,73 %,19,0,19
10/07 01:27 PM,69 %,18,0,18
10/07 01:42 PM,65 %,17,0,17
10/07 01:45 PM,62 %,16,0,16
10/07 01:51 PM,58 %,15,0,15
10/07 01:59 PM,54 %,14,0,14
10/07 02:04 PM,54 %,14,0,14
10/07 02:24 PM,58 %,15,0,15
10/07 03:24 PM,50 %,13,0,13
10/07 03:28 PM,42 %,11,0,11
10/07 04:09 PM,38 %,10,0,10
10/07 04:20 PM,42 %,11,0,11
10/07 04:26 PM,35 %,9,0,9
10/07 04:54 PM,31 %,8,0,8
10/07 05:07 PM,27 %,7,0,7
10/07 05:07 PM,23 %,6,0,6
10/07 05:52 PM,19 %,5,0,5
